#{"t_start": 1651395587.507558, "env_id": "cruise-ctrl-v0"}
r,l,t
-0.446378,101,3458.05096
0.153371,101,3458.62237
-0.688118,101,3459.205838
1.0887,101,3459.777136
-0.252498,101,3460.351652
0.053923,101,3460.928929
-9.179425,3,3460.94599
0.092444,101,3461.515796
-0.448192,101,3462.087446
1.371432,101,3462.658898
-0.609454,101,3463.230183
0.370457,101,3463.802036
-7.803407,8,3463.847369
-0.915333,101,3464.420748
-0.117511,101,3464.99374
-0.191788,101,3465.564921
-0.237258,101,3466.137796
0.281135,101,3466.709727
-9.268631,5,3466.73815
0.694566,101,3467.309479
-0.29134,101,3467.880661
-21.402783,101,3468.450809
-0.43681,101,3469.02101
-8.239077,7,3469.060712
0.128216,101,3469.631198
0.5384,101,3470.205614
0.295664,101,3470.778197
-0.214474,101,3471.349901
0.50665,101,3471.922614
1.091973,101,3472.495945
0.755626,101,3473.069153
0.250192,101,3473.644017
-8.602855,8,3473.689543
-0.424156,101,3474.262912
-0.370374,101,3474.837247
-0.043978,101,3475.410559
-8.757539,7,3475.450472
-0.06769,101,3476.027384
1.225136,101,3476.601777
-0.148376,101,3477.175727
0.86135,101,3477.758864
-0.348918,101,3478.333594
1.116687,101,3478.908908
-0.841345,101,3479.482806
-0.429492,101,3480.058612
0.424883,101,3480.633218
-0.51463,101,3481.206763
-0.267361,101,3481.784568
-0.154253,101,3482.357772
-0.070543,101,3482.9318
0.564218,101,3483.505236
-0.039515,101,3484.07888
0.251052,101,3484.653319
-0.68445,101,3485.226755
-0.642061,101,3485.80108
-0.517868,101,3486.374461
-0.129474,101,3486.948928
-0.289351,101,3487.525327
0.093592,101,3488.093798
-0.316467,101,3488.660324
-0.658673,101,3489.229865
0.701875,101,3489.799711
0.426328,101,3490.368428
0.078651,101,3490.938525
0.204764,101,3491.507217
-9.051191,6,3491.541118
0.850957,101,3492.109914
0.328256,101,3492.680013
-0.390348,101,3493.2514
0.626808,101,3493.820986
0.321935,101,3494.390061
0.047353,101,3494.960962
-0.160538,101,3495.529974
0.297987,101,3496.1
-0.914641,101,3496.669534
0.505713,101,3497.237635
0.44014,101,3497.807093
0.274528,101,3498.375418
-0.370748,101,3498.947526
-0.239359,101,3499.516167
0.353958,101,3500.086452
-0.114808,101,3500.656739
-0.073483,101,3501.22634
-0.718379,101,3501.79586
0.554515,101,3502.364345
-8.540218,6,3502.398336
0.736387,101,3502.967813
0.167759,101,3503.53779
0.162798,101,3504.111435
0.279369,101,3504.681556
0.174337,101,3505.252023
-0.722996,101,3505.822205
0.921039,101,3506.391346
-0.86023,101,3506.978062
-0.697222,101,3507.58114
0.42441,101,3508.167018
0.903422,101,3508.739819
0.343878,101,3509.314281
-0.43402,101,3509.895254
0.984611,101,3510.469713
0.599182,101,3511.045669
-0.220069,101,3511.621293
0.576262,101,3512.194062
0.005658,101,3512.766462
-0.063587,101,3513.33792
1.321188,101,3513.910609
-0.389091,101,3514.482308
-0.279203,101,3515.056135
-0.033842,101,3515.631976
-0.25126,101,3516.204767
-0.07896,101,3516.777097
-8.663486,6,3516.811239
-0.031047,101,3517.378448
-0.578939,101,3517.93947
-0.477804,101,3518.498455
-8.430739,7,3518.53744
-8.525515,6,3518.570832
-8.84289,4,3518.593101
-0.246343,101,3519.15291
0.092147,101,3519.713341
1.00682,101,3520.287871
0.128791,101,3520.862655
-0.368394,101,3521.438372
-7.751136,9,3521.489531
-0.48765,101,3522.062218
-0.303025,101,3522.635202
-0.95632,101,3523.206958
0.451032,101,3523.778804
0.783861,101,3524.354882
-0.086143,101,3524.930836
-8.436297,8,3524.976242
0.424403,101,3525.552206
-0.08456,101,3526.125912
0.128422,101,3526.697744
-0.512909,101,3527.272826
0.357549,101,3527.846019
-0.390774,101,3528.417436
-0.142329,101,3528.989359
-0.126901,101,3529.560415
-0.059146,101,3530.133413
-0.282199,101,3530.705794
0.578142,101,3531.27756
1.263176,101,3531.850671
-0.326636,101,3532.424733
-0.247883,101,3532.998047
-0.538859,101,3533.569477
0.84183,101,3534.140788
0.53588,101,3534.713749
0.627408,101,3535.288608
1.281651,101,3535.86841
0.386574,101,3536.429902
0.821624,101,3536.996244
-0.736227,101,3537.558302
-0.854127,101,3538.123556
-0.540235,101,3538.685309
-0.000231,101,3539.246486
0.847216,101,3539.809067
-0.382623,101,3540.370894
1.228665,101,3540.933254
0.163031,101,3541.49392
0.602958,101,3542.055573
-0.477757,101,3542.617064
0.27738,101,3543.178117
0.745161,101,3543.754625
0.381876,101,3544.326411
-0.895575,101,3544.899902
-8.914822,6,3544.934015
-0.174401,101,3545.505192
0.122471,101,3546.078022
-8.322335,5,3546.106488
-0.085517,101,3546.678192
0.549553,101,3547.249228
0.51396,101,3547.821064
0.298485,101,3548.392144
-0.480005,101,3548.970216
-0.268208,101,3549.545255
0.386154,101,3550.121423
-0.047681,101,3550.694527
1.110876,101,3551.266923
0.358187,101,3551.839758
-0.986418,101,3552.411311
0.005171,101,3552.988093
0.235091,101,3553.547459
-0.434894,101,3554.12042
-0.457625,101,3554.691632
0.430999,101,3555.26607
-0.30959,101,3555.837544
0.20079,101,3556.407464
-0.051114,101,3556.978903
0.240755,101,3557.547956
-0.687738,101,3558.117613
0.70066,101,3558.690126
1.090758,101,3559.2597
0.006552,101,3559.830907
0.72974,101,3560.401313
0.397118,101,3560.976403
1.532423,101,3561.546941
0.26341,101,3562.117201
0.465159,101,3562.688597
-9.26424,6,3562.722738
-0.130862,101,3563.292872
-0.459586,101,3563.870295
0.40041,101,3564.516601
0.591614,101,3565.118775
0.951549,101,3565.693283
-7.669933,7,3565.733007
-0.122702,101,3566.303941
-0.111031,101,3566.878395
0.105428,101,3567.449374
-0.253809,101,3568.019834
0.105232,101,3568.590156
0.403116,101,3569.161326
-0.918743,101,3569.731757
0.385199,101,3570.303288
0.429264,101,3570.877717
0.433145,101,3571.447453
-0.110136,101,3572.019874
-0.649552,101,3572.597101
0.249133,101,3573.167861
-0.437929,101,3573.738948
-8.262245,5,3573.767467
0.453765,101,3574.338576
-0.492895,101,3574.908512
-8.620842,6,3574.941957
-0.422499,101,3575.502079
0.273078,101,3576.063086
-0.167943,101,3576.623093
0.265249,101,3577.182102
0.920656,101,3577.745449
0.13653,101,3578.304391
0.480865,101,3578.864157
-1.287524,101,3579.423992
0.411979,101,3579.986645
0.053502,101,3580.547452
0.10878,101,3581.108546
0.207892,101,3581.681117
1.037896,101,3582.249968
-0.296165,101,3582.819575
-0.652375,101,3583.391614
-0.845768,101,3583.960382
0.819798,101,3584.520006
0.37233,101,3585.080553
-8.462688,4,3585.102875
-0.682502,101,3585.66301
0.652351,101,3586.223167
1.212307,101,3586.783664
-0.019081,101,3587.342964
-0.404366,101,3587.903036
-0.590241,101,3588.462864
-0.379052,101,3589.026546
0.973519,101,3589.586242
-0.38955,101,3590.147122
0.420766,101,3590.707195
-0.056413,101,3591.267015
-1.263916,101,3591.827347
-0.062264,101,3592.387075
-0.279028,101,3592.952176
-8.369621,8,3592.996752
-0.393001,101,3593.556891
-0.559222,101,3594.118248
0.79828,101,3594.682802
0.628701,101,3595.243314
0.30598,101,3595.80786
-0.212452,101,3596.369497
0.265315,101,3596.930629
0.564133,101,3597.49132
-0.181891,101,3598.05292
0.490211,101,3598.614449
0.556536,101,3599.177386
-0.240744,101,3599.737318
0.378159,101,3600.301207
-0.011503,101,3600.862243
0.538374,101,3601.421933
0.335059,101,3601.982244
0.135472,101,3602.541704
0.145357,101,3603.101614
-0.245807,101,3603.663666
-9.480728,4,3603.686394
0.304153,101,3604.24591
0.2632,101,3604.807492
-0.538438,101,3605.367637
-0.595522,101,3605.93215
0.690657,101,3606.492099
-0.611913,101,3607.052523
0.305688,101,3607.613008
-0.06623,101,3608.173201
-0.269397,101,3608.733742
0.465607,101,3609.293409
-0.125806,101,3609.857625
-0.608071,101,3610.417548
0.219343,101,3610.981727
0.23605,101,3611.544823
0.301326,101,3612.106129
0.422189,101,3612.667028
-0.602559,101,3613.22711
-1.085946,101,3613.787412
-0.047332,101,3614.347184
0.541393,101,3614.909221
0.420733,101,3615.468686
-0.614987,101,3616.045113
0.07667,101,3616.622864
-0.091923,101,3617.196008
-0.313957,101,3617.77072
1.488294,101,3618.345164
0.005598,101,3618.923287
0.222076,101,3619.495694
-0.049326,101,3620.071028
-0.008549,101,3620.635079
-0.014167,101,3621.195904
-8.630302,6,3621.229336
0.226722,101,3621.790505
-0.650522,101,3622.355037
-9.068009,5,3622.382996
0.383291,101,3622.946756
-9.05301,4,3622.969141
0.574174,101,3623.528993
0.203254,101,3624.089581
0.434871,101,3624.655394
-8.692868,6,3624.689975
0.638689,101,3625.267245
-0.082317,101,3625.840637
0.042668,101,3626.412037
-0.162938,101,3626.983431
1.073034,101,3627.543276
-0.53472,101,3628.108834
-0.007263,101,3628.670106
-0.547211,101,3629.23111
-19.416649,4,3629.253525
0.817744,101,3629.815622
0.30101,101,3630.377805
-0.591002,101,3630.942024
0.048722,101,3631.505437
1.150057,101,3632.067417
-0.80998,101,3632.62807
0.087727,101,3633.187778
0.062599,101,3633.750988
0.376063,101,3634.309998
-0.08077,101,3634.874141
-0.911051,101,3635.439253
-0.58038,101,3636.013039
-1.031035,101,3636.584159
0.166523,101,3637.156603
-0.216591,101,3637.727824
-0.621046,101,3638.298607
-0.267201,101,3638.870786
0.23307,101,3639.445466
-0.552917,101,3640.018811
-0.177932,101,3640.589729
0.40781,101,3641.161847
0.096706,101,3641.733312
0.634635,101,3642.304363
-9.057055,4,3642.327153
-8.099792,5,3642.35563
-0.235618,101,3642.927517
0.138003,101,3643.49853
0.370853,101,3644.075649
0.755787,101,3644.647334
-0.036736,101,3645.222804
-0.135006,101,3645.799788
0.339963,101,3646.372973
-0.493314,101,3646.946525
0.514036,101,3647.518743
0.877743,101,3648.091096
0.651958,101,3648.663259
0.345208,101,3649.234796
0.164623,101,3649.807519
-9.525636,2,3649.819093
0.112648,101,3650.390685
-0.875209,101,3650.970496
0.159278,101,3651.542319
-0.102479,101,3652.113821
0.711995,101,3652.685691
0.571455,101,3653.256632
0.073285,101,3653.830123
0.152119,101,3654.400887
-0.293004,101,3654.972115
-0.869761,101,3655.54962
-0.301434,101,3656.125382
-0.171759,101,3656.697619
-0.342484,101,3657.269108
0.309704,101,3657.841175
0.066826,101,3658.412241
0.968993,101,3658.984041
-0.920455,101,3659.55534
0.141265,101,3660.129
-0.471114,101,3660.700493
-0.220942,101,3661.272372
-1.701646,101,3661.848206
0.431316,101,3662.420033
0.368231,101,3662.99219
1.026633,101,3663.563579
-0.306671,101,3664.135982
-0.101706,101,3664.708566
0.674606,101,3665.281083
-0.765482,101,3665.85674
1.082741,101,3666.417089
0.938782,101,3666.978132
0.137788,101,3667.540793
-8.154165,8,3667.585256
0.461578,101,3668.150978
-0.531231,101,3668.726768
-0.639682,101,3669.300154
0.302622,101,3669.873821
-0.707426,101,3670.444316
0.495766,101,3671.016286
-0.300191,101,3671.58626
-0.910344,101,3672.156887
0.171876,101,3672.72814
0.637531,101,3673.301805
0.103432,101,3673.873152
-0.595342,101,3674.443836
-0.219247,101,3675.015274
-0.146923,101,3675.590381
-0.344898,101,3676.162341
1.054765,101,3676.733405
0.151892,101,3677.303973
-0.150483,101,3677.876159
-0.874426,101,3678.447448
-0.010343,101,3679.022888
-0.822913,101,3679.594177
-0.299079,101,3680.166412
-8.975271,5,3680.194874
0.006824,101,3680.766373
-0.041959,101,3681.338343
-0.6121,101,3681.909865
-8.535303,5,3681.938268
0.201638,101,3682.51276
0.464089,101,3683.084669
0.867899,101,3683.65807
-0.29143,101,3684.230871
1.41885,101,3684.806716
0.858808,101,3685.378819
0.175401,101,3685.952053
-0.89585,101,3686.523071
-9.303279,5,3686.551473
0.03941,101,3687.123076
0.351733,101,3687.694592
-0.173233,101,3688.26561
0.682434,101,3688.839143
-0.311788,101,3689.411197
0.007049,101,3689.987757
-0.696817,101,3690.562294
-0.397631,101,3691.134618
-0.271739,101,3691.710693
0.546698,101,3692.28467
-0.967822,101,3692.860337
-0.116619,101,3693.433584
0.333931,101,3694.007486
0.189048,101,3694.580555
-0.17887,101,3695.155403
0.478022,101,3695.729404
-0.201109,101,3696.306704
0.290879,101,3696.880008
1.551822,101,3697.453488
0.384243,101,3698.028363
0.180229,101,3698.602277
0.150739,101,3699.175542
-0.006415,101,3699.749768
-9.343354,5,3699.778285
-0.443606,101,3700.352712
-0.356123,101,3700.927514
-0.771721,101,3701.503507
0.801378,101,3702.076614
0.368338,101,3702.64926
0.197606,101,3703.220678
0.152717,101,3703.793314
-0.348432,101,3704.365304
0.461625,101,3704.938264
-0.233245,101,3705.509658
0.610852,101,3706.082545
0.284872,101,3706.654999
-0.904892,101,3707.231039
-0.29753,101,3707.79752
0.41423,101,3708.357916
0.274724,101,3708.918514
1.105417,101,3709.478489
0.637473,101,3710.040026
0.773528,101,3710.600724
-0.492752,101,3711.160786
-9.248067,4,3711.183107
0.180786,101,3711.743118
0.095441,101,3712.302503
-0.132124,101,3712.865975
-0.638101,101,3713.425251
0.020918,101,3713.985718
-0.485961,101,3714.544943
0.8688,101,3715.106161
0.558725,101,3715.666692
-1.09683,101,3716.227046
-0.102201,101,3716.787731
-0.346876,101,3717.347556
0.310652,101,3717.907694
0.686908,101,3718.470052
-0.337941,101,3719.031024
-0.018403,101,3719.590718
0.429703,101,3720.152954
-0.534506,101,3720.713287
-0.351953,101,3721.273624
-0.297127,101,3721.833863
0.034198,101,3722.393271
-0.101186,101,3722.95516
0.461506,101,3723.523679
0.273951,101,3724.092944
-1.142748,101,3724.653831
0.276706,101,3725.214613
-8.830108,7,3725.253562
-0.172167,101,3725.814868
0.214781,101,3726.375589
0.658245,101,3726.936386
0.015559,101,3727.496254
-0.467119,101,3728.057442
0.172696,101,3728.617845
0.26835,101,3729.186347
0.984594,101,3729.764418
-7.872893,8,3729.810421
-1.061468,101,3730.382967
-1.070756,101,3730.959172
-8.969492,4,3730.98206
-0.337966,101,3731.554129
-0.19018,101,3732.127573
-0.349734,101,3732.701403
-1.375538,101,3733.281834
-0.152915,101,3733.854288
0.83819,101,3734.424289
0.386186,101,3734.995968
-0.179086,101,3735.576005
0.130852,101,3736.136734
0.850446,101,3736.696197
-0.118544,101,3737.255521
0.056528,101,3737.820106
0.699991,101,3738.393092
-0.31458,101,3738.96805
-0.679079,101,3739.545596
-0.834782,101,3740.127252
-8.392261,7,3740.167863
-0.613613,101,3740.752826
-8.310687,6,3740.787116
0.71897,101,3741.365127
1.168987,101,3741.938751
0.156575,101,3742.512521
0.120888,101,3743.086348
-0.471203,101,3743.662324
0.465432,101,3744.236459
-0.003654,101,3744.812896
-0.184246,101,3745.385584
-9.182233,5,3745.414041
-0.003739,101,3745.988065
0.589393,101,3746.56312
0.900699,101,3747.135187
-0.046598,101,3747.708343
-0.094146,101,3748.279737
0.299213,101,3748.85126
-1.038783,101,3749.422343
-0.56859,101,3749.995944
-8.319798,7,3750.035782
-0.214794,101,3750.607977
0.241134,101,3751.180561
0.286821,101,3751.753627
-0.257513,101,3752.328005
0.054962,101,3752.90011
0.72876,101,3753.471439
-0.354464,101,3754.043754
0.151396,101,3754.617508
-0.320553,101,3755.192726
0.291981,101,3755.76711
-0.571958,101,3756.34095
0.312328,101,3756.913621
0.654493,101,3757.485249
0.049295,101,3758.060996
-9.441287,3,3758.078138
0.134347,101,3758.651325
0.049383,101,3759.222729
0.965863,101,3759.794963
-9.032474,7,3759.835101
-0.32245,101,3760.406175
0.183641,101,3760.979062
-0.33624,101,3761.547646
0.060316,101,3762.108972
-0.901634,101,3762.669857
-0.327916,101,3763.230043
0.580568,101,3763.814699
0.624755,101,3764.392032
0.988954,101,3764.958085
-0.71249,101,3765.529636
-0.218419,101,3766.104009
0.058499,101,3766.676166
0.278373,101,3767.247041
-0.307632,101,3767.819216
-0.655222,101,3768.390582
0.639636,101,3768.963077
0.265809,101,3769.537274
1.777287,101,3770.110903
-0.175511,101,3770.682751
-0.246776,101,3771.257655
-0.410886,101,3771.829953
0.397336,101,3772.401777
-0.208326,101,3772.974695
-0.315056,101,3773.546399
-1.200177,101,3774.119055
-0.447711,101,3774.691515
-0.497479,101,3775.27254
-0.028662,101,3775.846335
0.077924,101,3776.418746
-0.42562,101,3776.993258
0.113907,101,3777.565296
0.244755,101,3778.138
0.417836,101,3778.709398
-0.292871,101,3779.280385
0.764025,101,3779.853021
0.194171,101,3780.427162
0.726424,101,3780.999025
0.202288,101,3781.574148
1.337731,101,3782.148213
-0.29208,101,3782.721564
-1.117578,101,3783.295402
0.414219,101,3783.87058
-0.331821,101,3784.444068
-8.601942,6,3784.478378
-0.113826,101,3785.053999
0.473718,101,3785.628139
-0.338744,101,3786.205604
0.302812,101,3786.779718
0.129971,101,3787.353405
-8.810615,7,3787.393318
0.092261,101,3787.968651
-0.439307,101,3788.541996
-0.512674,101,3789.116604
0.091746,101,3789.690766
0.108971,101,3790.265665
0.61998,101,3790.84152
1.182348,101,3791.415807
-0.1944,101,3791.993537
0.532483,101,3792.568497
0.27998,101,3793.143695
-0.225815,101,3793.718466
-0.223651,101,3794.292434
0.428189,101,3794.867899
0.619635,101,3795.441308
-0.018809,101,3796.017243
-0.033378,101,3796.592295
-0.717797,101,3797.163666
0.448076,101,3797.738404
0.419088,101,3798.315915
-0.396879,101,3798.883452
0.806346,101,3799.432588
-0.715861,101,3799.994035
-0.384694,101,3800.55474
0.475921,101,3801.116529
1.3175,101,3801.676794
0.619902,101,3802.243075
-0.194064,101,3802.816301
-0.083498,101,3803.394804
0.257445,101,3803.966494
-8.497391,6,3804.000444
0.766261,101,3804.569984
-0.403855,101,3805.144325
-8.259902,9,3805.195457
0.516195,101,3805.766207
0.2892,101,3806.33726
0.461412,101,3806.90794
-0.061358,101,3807.478213
-0.12437,101,3808.048758
0.052258,101,3808.649766
-8.139733,7,3808.691973
-0.535412,101,3809.272065
-7.730508,11,3809.33435
-8.78978,7,3809.374305
0.479711,101,3809.946476
-0.852036,101,3810.521847
-0.30682,101,3811.094254
1.084659,101,3811.65533
-0.048126,101,3812.218229
-0.928171,101,3812.7908
0.417769,101,3813.361401
0.746531,101,3813.933973
0.485018,101,3814.508639
0.847614,101,3815.082043
-0.072874,101,3815.653768
-0.1536,101,3816.226412
-0.015265,101,3816.798844
0.52483,101,3817.369811
-7.922623,8,3817.415209
0.465565,101,3817.987164
0.259682,101,3818.558825
0.287964,101,3819.130607
-0.573716,101,3819.702897
-0.31729,101,3820.279274
0.357606,101,3820.854632
-0.008821,101,3821.415535
-0.493017,101,3821.976116
0.587465,101,3822.536044
-0.528327,101,3823.096247
-0.210828,101,3823.65635
-0.422621,101,3824.21608
-0.231476,101,3824.776674
-0.087066,101,3825.337435
0.087565,101,3825.901129
0.999436,101,3826.460552
0.36075,101,3827.020972
0.079635,101,3827.581067
0.19946,101,3828.141139
-7.895645,9,3828.191237
0.177398,101,3828.751076
-0.083636,101,3829.310169
-0.06158,101,3829.871204
-0.542804,101,3830.430865
-0.825886,101,3830.991969
-0.077541,101,3831.555293
0.879134,101,3832.116847
-0.287728,101,3832.677222
0.136252,101,3833.242465
-0.295697,101,3833.802828
-0.472599,101,3834.362432
-0.145231,101,3834.929522
-0.210741,101,3835.503996
0.105729,101,3836.080172
0.214326,101,3836.656502
-8.567566,9,3836.707517
-0.177167,101,3837.282614
0.069513,101,3837.86747
-0.571675,101,3838.439645
-9.167788,7,3838.479475
0.070783,101,3839.05307
0.3165,101,3839.625009
-0.17552,101,3840.196367
-0.19037,101,3840.756367
-0.440047,101,3841.317402
-9.449618,4,3841.339875
0.263187,101,3841.909586
0.035988,101,3842.47278
0.861305,101,3843.033637
0.200338,101,3843.593548
0.536483,101,3844.154377
-0.637641,101,3844.714543
0.680461,101,3845.274825
-9.006069,5,3845.3027
-8.211267,5,3845.331158
-0.493871,101,3845.908146
0.209003,101,3846.480296
-18.343962,8,3846.525736
0.825283,101,3847.099065
0.360541,101,3847.671671
0.865635,101,3848.24748
-0.668812,101,3848.81983
0.225861,101,3849.392004
-0.237458,101,3849.965748
0.470188,101,3850.53733
0.032763,101,3851.111477
0.613125,101,3851.687385
-7.874101,6,3851.721417
-0.168229,101,3852.289951
0.474278,101,3852.868435
-0.249838,101,3853.442247
-0.244249,101,3854.017414
-1.064134,101,3854.589545
-0.241581,101,3855.163917
0.52203,101,3855.738564
0.049456,101,3856.311187
-0.165422,101,3856.883103
-0.322421,101,3857.454128
0.145216,101,3858.026331
-0.537502,101,3858.597481
-0.026317,101,3859.168705
0.378715,101,3859.746961
0.154454,101,3860.324424
0.510371,101,3860.898441
-8.560401,6,3860.932583
-0.539639,101,3861.505664
-0.317421,101,3862.07851
0.221494,101,3862.651905
-0.336789,101,3863.224449
-0.74097,101,3863.799037
0.35792,101,3864.371331
0.052548,101,3864.944633
0.498397,101,3865.519937
-0.514625,101,3866.093976
0.479669,101,3866.666381
-1.014403,101,3867.238144
-0.370231,101,3867.816131
0.089811,101,3868.388759
-0.086638,101,3868.962796
-0.162689,101,3869.534811
-1.87691,101,3870.108413
0.75792,101,3870.681794
-9.123752,4,3870.704638
-8.718453,7,3870.744431
-0.065514,101,3871.320951
0.151723,101,3871.896199
-0.595001,101,3872.469169
0.241799,101,3873.043056
0.19882,101,3873.617781
0.071806,101,3874.191287
0.492558,101,3874.763764
-0.07245,101,3875.33955
0.041829,101,3875.912642
0.400307,101,3876.489425
-0.390966,101,3877.061379
-0.11665,101,3877.632868
-7.968227,6,3877.667007
-0.028478,101,3878.238736
0.351079,101,3878.811064
0.219042,101,3879.382373
0.198372,101,3879.957461
0.391512,101,3880.530614
-0.320248,101,3881.106134
-0.284157,101,3881.68027
0.272413,101,3882.255392
-0.634104,101,3882.827839
-0.226849,101,3883.399205
-8.682823,5,3883.427707
-8.135528,7,3883.467552
0.209933,101,3884.040784
-0.603148,101,3884.613177
-0.151172,101,3885.18587
-0.470749,101,3885.757774
-8.386254,5,3885.786336
-0.897552,101,3886.360803
0.456092,101,3886.952137
0.121059,101,3887.548174
0.095082,101,3888.151535
-0.574453,101,3888.754662
0.413704,101,3889.327471
-0.338413,101,3889.900918
0.267571,101,3890.472521
0.360335,101,3891.046241
1.169265,101,3891.618011
0.433436,101,3892.190343
0.268608,101,3892.762554
-0.522926,101,3893.333999
0.386056,101,3893.910092
-0.05006,101,3894.481643
0.745944,101,3895.059018
0.878614,101,3895.635036
-0.097785,101,3896.209099
-0.022924,101,3896.783049
0.328959,101,3897.355118
-8.969322,5,3897.383671
-8.700549,5,3897.412126
0.483532,101,3897.984735
-0.72345,101,3898.55925
1.198263,101,3899.134596
0.200656,101,3899.71328
0.285244,101,3900.288851
0.151925,101,3900.861986
0.548248,101,3901.434091
-8.18541,5,3901.462582
-8.272108,6,3901.496705
-0.252457,101,3902.068705
0.102743,101,3902.64113
0.320295,101,3903.213288
-9.461349,5,3903.241813
-0.420813,101,3903.817045
-0.487089,101,3904.389297
0.1789,101,3904.967709
-0.117307,101,3905.539789
-20.182017,101,3906.114797
-9.171765,7,3906.154706
1.211224,101,3906.728539
0.447123,101,3907.301144
-0.27699,101,3907.878059
0.146718,101,3908.451469
-1.180621,101,3909.027199
-0.477476,101,3909.602712
-1.040046,101,3910.177657
0.997344,101,3910.748817
0.38,101,3911.309489
-0.178491,101,3911.870757
0.640813,101,3912.431045
0.590321,101,3912.993545
0.790771,101,3913.553763
-0.082655,101,3914.141982
-0.348785,101,3914.710219
-1.020316,101,3915.271336
-0.271291,101,3915.831613
0.329801,101,3916.395362
-0.321441,101,3916.955969
1.160237,101,3917.515571
0.102546,101,3918.075921
1.160138,101,3918.636351
0.626106,101,3919.196215
0.262383,101,3919.756481
0.531808,101,3920.318007
-0.210337,101,3920.879081
0.318841,101,3921.439444
0.393959,101,3922.003776
0.454629,101,3922.564113
0.195954,101,3923.124412
-0.417547,101,3923.685011
-0.6656,101,3924.244658
0.139322,101,3924.817909
-0.196317,101,3925.378835
1.271807,101,3925.942514
-0.125077,101,3926.503493
0.658738,101,3927.064761
-1.163179,101,3927.629354
0.754798,101,3928.191791
0.224423,101,3928.76707
0.836939,101,3929.339586
-8.339915,4,3929.362459
0.467747,101,3929.936895
-7.980539,9,3929.988186
-0.428448,101,3930.560179
1.314122,101,3931.134752
0.819507,101,3931.708781
-1.198443,101,3932.281512
-0.701054,101,3932.855717
0.550348,101,3933.431631
-0.457854,101,3934.004482
0.538744,101,3934.576586
-0.667162,101,3935.151412
0.356796,101,3935.724014
0.325514,101,3936.29628
-0.09127,101,3936.86867
-0.076179,101,3937.440651
0.510375,101,3938.013083
-0.229698,101,3938.589584
1.233836,101,3939.163449
0.787609,101,3939.734477
0.07225,101,3940.305286
0.662227,101,3940.875859
0.409736,101,3941.445972
0.48154,101,3942.016536
-0.952323,101,3942.586334
-0.033266,101,3943.156602
-0.125096,101,3943.726882
-0.142591,101,3944.3062
0.501989,101,3944.883867
-1.328481,101,3945.456752
0.309653,101,3946.031213
0.195579,101,3946.60528
-8.636513,5,3946.633836
-0.026854,101,3947.206261
-0.328271,101,3947.779711
0.383075,101,3948.352162
0.357787,101,3948.925317
0.180399,101,3949.500062
0.540174,101,3950.094365
-0.544092,101,3950.670104
-7.554412,10,3950.726972
0.127603,101,3951.299639
-0.543854,101,3951.872432
0.504665,101,3952.443923
-0.376031,101,3953.016327
0.580369,101,3953.587961
0.272613,101,3954.164345
0.036021,101,3954.738145
-0.459564,101,3955.309775
-0.072109,101,3955.887813
-9.579988,101,3956.460042
0.411523,101,3957.020698
-0.274934,101,3957.580357
0.291912,101,3958.149769
0.12847,101,3958.709507
-8.165038,9,3958.759476
-0.089245,101,3959.324625
0.402318,101,3959.903596
0.003399,101,3960.473754
0.222511,101,3961.044506
-0.565384,101,3961.617855
-0.621433,101,3962.18745
0.60003,101,3962.756994
-0.563354,101,3963.326308
-0.011521,101,3963.897034
1.071864,101,3964.46743
-0.339663,101,3965.037721
-8.422433,6,3965.071641
0.331853,101,3965.641359
-0.103582,101,3966.211383
-0.271901,101,3966.78178
0.393957,101,3967.354889
0.501191,101,3967.925736
-19.585612,3,3967.943028
-0.378376,101,3968.512563
-0.342148,101,3969.08224
-0.358577,101,3969.652755
-0.084787,101,3970.223736
-0.006119,101,3970.794117
-0.473816,101,3971.364913
0.179436,101,3971.935392
-0.57106,101,3972.505311
0.478224,101,3973.078925
0.002986,101,3973.648559
0.63694,101,3974.218935
-0.707247,101,3974.789829
0.668105,101,3975.363437
-8.159651,9,3975.414339
-0.305555,101,3975.986825
-8.441016,7,3976.026511
0.21419,101,3976.604115
0.857512,101,3977.175487
0.307895,101,3977.747413
-0.74632,101,3978.325284
0.616444,101,3978.89929
0.152217,101,3979.473067
0.168902,101,3980.048563
0.619551,101,3980.624016
0.247566,101,3981.198431
-0.328177,101,3981.776884
0.386005,101,3982.349092
-0.745867,101,3982.921293
0.24949,101,3983.492438
-0.366447,101,3984.067926
-1.10894,101,3984.640102
-8.671035,6,3984.674185
-0.084198,101,3985.245895
-0.617919,101,3985.81794
0.148471,101,3986.378189
-0.240047,101,3986.939368
-0.10157,101,3987.499496
-8.649082,5,3987.527457
-0.325257,101,3988.089885
0.860767,101,3988.65117
0.022113,101,3989.211777
-0.483116,101,3989.780399
0.695547,101,3990.343322
0.336312,101,3990.908093
0.255619,101,3991.47083
0.260859,101,3992.034157
0.900107,101,3992.596409
-0.973953,101,3993.159645
-0.776109,101,3993.724928
-0.162447,101,3994.290528
1.164439,101,3994.868551
1.11638,101,3995.446778
0.33392,101,3996.022815
-0.200697,101,3996.597454
0.17455,101,3997.171523
-0.64427,101,3997.745023
0.358586,101,3998.320085
-0.425676,101,3998.89483
0.690409,101,3999.468997
0.511983,101,4000.046234
-0.105219,101,4000.621933
